Time elapsed was ,77796,ns ,or,7.7796E-05,s
Time elapsed was ,137938,ns ,or,0.000137938,s
Time elapsed was ,147110,ns ,or,0.00014711,s
Time elapsed was,152075,ns ,or,0.000152075,s
Time elapsed was ,179599,ns ,or,0.000179599,s
Time elapsed was,78965,ns ,or,7.8965E-05,s
Time elapsed was,145233,ns ,or,0.000145233,s
Time elapsed was,177193,ns ,or,0.000177193,s
Time elapsed was,145435,ns ,or,0.000145435,s
Time elapsed was,145613,ns ,or,0.000145613,s
,,,,,
Average Time,138695.7,ns ,or,0.0001386957,s
